ID	HINT	ANSWER	ISNAME	TYPEIN	
zDSzbuRr	965432	965423	N	r:^234659|^236549|^245639|^245963|^246539|^249563|^253469|^254369|^254963|^256349|^256493|^259643|^264359|^265493|^269543|^294563|^326549|^342569|^342659|^346259|^346529|^362459|^365249|^429563|^432569|^432659|^436529|^453269|^456293|^456329|^456923|^459623|^462953|^465293|^469253|^492563|^524369|^524963|^526943|^534629|^542693|^546239|^549623|^562349|^562439|^562493|^562943|^563249|^564923|^569243|^569423|^592463|^592643|^596243|^596423|^624539|^624593|^625943|^632459|^635249|^642359|^642953|^645329|^652493|^652943|^654293|^654923|^659423|^692453|^692543|^694523|^695243|^942653|^954263|^954623|^962543|^964253|^965423	
2LSQ866B	965431	964531	N	r:^135469|^135649|^143569|^145963|^146359|^146539|^146953|^149563|^153469|^153649|^154369|^156493|^156943|^159463|^164953|^165349|^194653|^196453|^196543|^314569|^341569|^341659|^351469|^354169|^354619|^354961|^359641|^361549|^365419|^365941|^396541|^415963|^416359|^416593|^419563|^431659|^435619|^436591|^453961|^456193|^459631|^461359|^465319|^465931|^469153|^469351|^491653|^495361|^495613|^513649|^514639|^516349|^516493|^519643|^536149|^536491|^539641|^541369|^541693|^546391|^549163|^561439|^561943|^563149|^563419|^564391|^569431|^593641|^594163|^596143|^596341|^613549|^615493|^619543|^631459|^631549|^634159|^634519|^635149|^639451|^651439|^651943|^653491|^653941|^654931|^694513|^934561|^935461|^936451|^941653|^943651|^945631|^946513|^956143|^956341|^961453|^964153|^964351|^964531	
xAGeg8pK	965321	956231	N	r:^125639|^125693|^125963|^126359|^152639|^153269|^156329|^159623|^162359|^162593|^163259|^165293|^169523|^196523|^213659|^215693|^236519|^251639|^256391|^256931|^259163|^259631|^261593|^263519|^263591|^263951|^265193|^269351|^269513|^291563|^293651|^315269|^316259|^321569|^325691|^326159|^326951|^351269|^352619|^352691|^356129|^356219|^359621|^362951|^365129|^365291|^395261|^395621|^513269|^516293|^521369|^521693|^523169|^526139|^526193|^526391|^526913|^526931|^532619|^532691|^536219|^539261|^539621|^561923|^562193|^562931|^563219|^569213|^569321|^591623|^593261|^596231|^619253|^621359|^623591|^625319|^625913|^629351|^629513|^631259|^631529|^632591|^635291|^651239|^651293|^652319|^652913|^652931|^659231|^692513|^915623|^921563|^923561|^925163|^926153|^926351|^932651|^935261|^935621|^936521|^951623|^952163|^953261|^953621|^956231	
0oa4hrh1	964321	964213	N	r:^124693|^126349|^126493|^126943|^129643|^132469|^134269|^136429|^142369|^142963|^143629|^146239|^149623|^162439|^162493|^163249|^164239|^169243|^192463|^194263|^213649|^214639|^216493|^219463|^234961|^239461|^239641|^241639|^241963|^246193|^246319|^246391|^246913|^246931|^261439|^263491|^263941|^264139|^264391|^264931|^269341|^269413|^269431|^312469|^316429|^321469|^324619|^326149|^326941|^341269|^341629|^342691|^362419|^362941|^364129|^364291|^364921|^412639|^413629|^416239|^419623|^421639|^423961|^426193|^426319|^426913|^426931|^429361|^429631|^431269|^432961|^436291|^461239|^463219|^463291|^463921|^469321|^492631|^493621|^496123|^496231|^612349|^612439|^614293|^624139|^624319|^624391|^629143|^629341|^631249|^631429|^632941|^641239|^641923|^642931|^643129|^649123|^649321|^692413|^692431|^693421|^694123|^912463|^921463|^921643|^923641|^924361|^941263|^942163|^946123|^961243|^962341|^962413|^962431|^963241|^964213	
mcVlS2UJ	876542	865247	N	r:^248657|^265847|^268547|^284657|^286457|^286547|^428567|^428657|^452687|^468527|^486527|^542687|^564827|^584627|^628547|^648257|^654827|^658247|^682547|^684527|^685247|^685427|^825467|^825647|^842657|^865247	
PylZclsP	876541	874651	N	r:^145687|^146857|^156487|^158647|^164587|^168457|^184567|^185467|^415687|^418657|^456871|^465187|^465781|^468157|^475681|^476851|^478651|^485167|^485671|^487561|^487651|^514867|^516847|^518467|^546781|^547681|^548671|^548761|^564871|^567841|^568471|^584167|^586147|^586471|^586741|^618547|^645187|^647851|^651487|^654187|^654781|^654817|^657841|^658417|^674851|^675481|^675841|^678451|^678541|^684157|^684751|^685417|^685471|^687541|^754861|^768541|^784561|^785461|^785641|^816547|^845167|^846751|^851647|^854617|^856147|^856417|^861547|^865741|^867541|^874651	
Pr9h9iCj	876532	876523	N	r:^238657|^253867|^256873|^257863|^258637|^258673|^258763|^265873|^268537|^268573|^278563|^285673|^285763|^286753|^352867|^356287|^382567|^385267|^523867|^526387|^526837|^528673|^528763|^532687|^532867|^536287|^538267|^563287|^568237|^568273|^568723|^572683|^582763|^583267|^586237|^586273|^586723|^587263|^587623|^625837|^628357|^628753|^632857|^635287|^638527|^652837|^658327|^675823|^678253|^683257|^685723|^687523|^725863|^726853|^752683|^762583|^765283|^765823|^785623|^825637|^825763|^826753|^852367|^852673|^852763|^856237|^862573|^865327|^867253|^872563|^875263|^876523	
UzUI4bmb	876521	875621	N	r:^125687|^126857|^128657|^165287|^168527|^182657|^185267|^215687|^218657|^256187|^257861|^258617|^261587|^265781|^265871|^267581|^268517|^276581|^278561|^278651|^286751|^526781|^526871|^528167|^562781|^562871|^578621|^582167|^582761|^587621|^615827|^618257|^625187|^625871|^652871|^657281|^658127|^681257|^682751|^685271|^687521|^725861|^728561|^752681|^752861|^756281|^786251|^815627|^826571|^851267|^852167|^852617|^852671|^856721|^862157|^862571|^865217|^865721|^872561|^875261|^875621	
CZIKJVAk	876431	876431	N	r:^134867|^138647|^143687|^146837|^147863|^148367|^148763|^163487|^163847|^164387|^164837|^167483|^168347|^168743|^178643|^186437|^186743|^187463|^316847|^318467|^341687|^346187|^348617|^348671|^364187|^367841|^368471|^374681|^376841|^381467|^386471|^387641|^413867|^416387|^416873|^417863|^418637|^418763|^431867|^436871|^437681|^437861|^438671|^438761|^463781|^467183|^467813|^468137|^468173|^468371|^471683|^473861|^476183|^476381|^476831|^478631|^481673|^483167|^483671|^483761|^486713|^614387|^617843|^618347|^618437|^631487|^631847|^634187|^634817|^634871|^637841|^638147|^641387|^641873|^643187|^643781|^648173|^648317|^648371|^648731|^674183|^674813|^674831|^678341|^678413|^683471|^684713|^684731|^687341|^687413|^687431|^716483|^718463|^741683|^746183|^746813|^748361|^748613|^761483|^763481|^764381|^768431|^783641|^786431|^813647|^814367|^814763|^816743|^817463|^831647|^834671|^834761|^836471|^837461|^841637|^846137|^847163|^847361|^861347|^861437|^861743|^864137|^867143|^867413|^867431|^871463|^871643|^873461|^873641|^876341|^876431	
7sqZRE6n	876421	862471	N	r:^126487|^128467|^142867|^148627|^162847|^168247|^182467|^184627|^186247|^214867|^241687|^241867|^246187|^246781|^246817|^248167|^261847|^264871|^267481|^274861|^281647|^426871|^427681|^428167|^428671|^462871|^468271|^486721|^487261|^612847|^614827|^627481|^627841|^641287|^641827|^642871|^647821|^648217|^678421|^681427|^682147|^682417|^682471|^684127|^684217|^726841|^742681|^768241|^782461|^782641|^786241|^812467|^816427|^821467|^821647|^824671|^827461|^842167|^842617|^846217|^846271|^846721|^847621|^862417|^862471	
JZQXAbOA	875432	875243	N	r:^234587|^238547|^243587|^243857|^245783|^247853|^248357|^248537|^248753|^254783|^254873|^258437|^258743|^274583|^274853|^278543|^284357|^284573|^285473|^324587|^325487|^348527|^358427|^382457|^384257|^423587|^425387|^425783|^425837|^432587|^432857|^435287|^438527|^452873|^458327|^475283|^475823|^478253|^478523|^482753|^523487|^523847|^524387|^524873|^527843|^534827|^538247|^542783|^542837|^542873|^543287|^543827|^547823|^572843|^574283|^584723|^724583|^724853|^748523|^752483|^754283|^758243|^785423|^823457|^823547|^824753|^825347|^832457|^834257|^834527|^835427|^843257|^843527|^845237|^845723|^852347|^852437|^853427|^854327|^872453|^875243	
7MGtR1bI	875431	875341	N	r:^134587|^134857|^138547|^147583|^147853|^148537|^148573|^153487|^154387|^154873|^157483|^174583|^175843|^184753|^318457|^341587|^345817|^348571|^351847|^358417|^358471|^375481|^375841|^384157|^384751|^385417|^385471|^385741|^413587|^415783|^415873|^417583|^418357|^431857|^435187|^435817|^438517|^451387|^451783|^451837|^451873|^457183|^457381|^457813|^458173|^458317|^471853|^475381|^475831|^478351|^478531|^481753|^483751|^485137|^485371|^485731|^514783|^514873|^518473|^518743|^531847|^537841|^538147|^538471|^541837|^543187|^543871|^547831|^548371|^573481|^574183|^574813|^581473|^581743|^583147|^583417|^584713|^587143|^587341|^587413|^714853|^715843|^718453|^743851|^748513|^754183|^754381|^758341|^758431|^781453|^784153|^784351|^784513|^785143|^785341|^785413|^785431|^814537|^831547|^834571|^837451|^841573|^845137|^845371|^847531|^854713|^857341|^857431|^873541|^874351|^875341	
DL29nXyZ	875321	875213	N	r:^125387|^127583|^132857|^152783|^152837|^153287|^157823|^172583|^172853|^182537|^183527|^185327|^185723|^218357|^235871|^237581|^237851|^238157|^251387|^253871|^257381|^258173|^258317|^271853|^275183|^275813|^281357|^283571|^285317|^285731|^312857|^325187|^325781|^327581|^327851|^351287|^352817|^357281|^375281|^381527|^382751|^385127|^517823|^518237|^518327|^527381|^528137|^528317|^531287|^531827|^532187|^532781|^537281|^538127|^538721|^572183|^572813|^578213|^581237|^582137|^582173|^582317|^582371|^582731|^583127|^587123|^715823|^723851|^725381|^735821|^751823|^752183|^752831|^753821|^758231|^781523|^785123|^785321|^815273|^821573|^821753|^832157|^835217|^835271|^835721|^837521|^851273|^851327|^851723|^853217|^857321|^872351|^873251|^875213	
slXw3GcW	874321	874213	N	r:^124783|^127843|^128347|^128437|^128473|^134287|^138247|^138427|^142837|^142873|^143287|^143827|^147283|^148723|^182473|^183247|^184273|^187423|^213847|^214783|^218437|^234187|^234781|^238417|^238471|^241783|^241873|^243781|^243871|^247183|^247381|^247813|^248137|^248317|^248371|^271483|^274831|^278143|^278413|^283741|^284173|^284731|^287341|^314827|^318247|^321847|^324781|^324871|^341287|^341827|^342187|^342871|^347821|^348217|^372481|^378241|^412387|^413827|^417283|^418273|^421783|^423781|^427381|^427813|^428137|^428173|^428731|^431287|^432781|^438271|^438721|^471283|^472831|^478213|^478321|^482371|^482731|^483127|^487213|^712483|^712843|^714283|^718423|^721843|^724813|^732841|^738421|^741283|^742381|^781243|^781423|^783421|^784213|^784321|^812347|^812473|^813427|^814237|^814327|^823741|^824137|^827143|^834721|^841237|^841273|^841327|^842173|^842371|^843127|^847213|^847321|^872143|^873421|^874213	
hqpmr0Yl	865432	854263	N	r:^245683|^245863|^256483|^265483|^285463|^285643|^286453|^286543|^426583|^428563|^456283|^468253|^485263|^524683|^524863|^526483|^542683|^546283|^548263|^548623|^582643|^625483|^642853|^824563|^826453|^845623|^852463|^854263	
sDw5ltqq	865421	864251	N	r:^245681|^264581|^265841|^284561|^284651|^285641|^286541|^425681|^425861|^456821|^458621|^462851|^465281|^465821|^524681|^562841|^568241|^584261|^584621|^624851|^642581|^654821|^824651|^826541|^845261|^852641|^854621|^856241|^856421|^862541|^864251	
oDoHAVHy	865321	865321	N	r:^125683|^125863|^126583|^128563|^156823|^162853|^168253|^168523|^182653|^186253|^215863|^253681|^256813|^256831|^258613|^258631|^265381|^265813|^265831|^268153|^268531|^281563|^281653|^285613|^285631|^286513|^325681|^325861|^326581|^328651|^356821|^362581|^362851|^368521|^385261|^385621|^386521|^512683|^516283|^523681|^526381|^526831|^528163|^528631|^536281|^538621|^562813|^562831|^563821|^568231|^581263|^583621|^586123|^586213|^612583|^612853|^618253|^621583|^623851|^625831|^632851|^635821|^652381|^652831|^653281|^658123|^658321|^681253|^681523|^682153|^682531|^683251|^685123|^685231|^815623|^823651|^825361|^825613|^826153|^826351|^851623|^852613|^856213|^863251|^863521|^865213|^865231|^865321	
8yDLlluJ	854321	854213	N	r:^124853|^145283|^145823|^152843|^154823|^158243|^182453|^184523|^185243|^214853|^215483|^215843|^218453|^234851|^238451|^243851|^245183|^248351|^251483|^251843|^253481|^254831|^258143|^258413|^283541|^284153|^352481|^352841|^382541|^415823|^423581|^425813|^428531|^438521|^451823|^452813|^452831|^458123|^482351|^482513|^483251|^485123|^512843|^514823|^521483|^524831|^528413|^541283|^542183|^542831|^543281|^548123|^548213|^583421|^823451|^823541|^824513|^824531|^825413|^832451|^835421|^842351|^842531|^845231|^851423|^852143|^853241|^854123|^854213	
X1hpHNME	765431	765143	N	r:^135467|^135647|^136547|^143567|^145637|^156347|^156437|^164357|^165437|^167543|^174653|^175463|^315467|^346751|^347561|^347651|^364571|^364751|^365147|^365471|^367541|^415673|^416573|^431567|^431657|^436157|^436571|^437651|^451637|^453617|^453671|^463157|^465173|^465317|^467531|^475613|^476351|^476513|^514637|^516437|^534167|^534617|^534671|^536147|^541763|^543617|^543671|^546137|^546173|^546317|^546731|^547361|^561347|^563417|^564173|^564371|^564713|^567143|^574163|^574631|^576341|^576431|^614753|^615437|^615473|^615743|^617453|^631457|^634157|^635147|^635471|^643751|^645137|^645713|^647531|^651347|^651437|^651473|^654371|^657413|^657431|^673451|^675341|^675413|^714563|^715643|^716453|^716543|^735461|^741563|^745631|^746153|^746531|^751463|^751643|^753461|^761543|^765143	
jQKqAeAT	765421	765241	N	r:^124567|^126457|^126547|^142567|^142657|^145267|^146527|^154267|^162457|^165247|^214657|^241567|^245671|^247651|^251467|^256147|^256471|^265417|^265471|^267451|^267541|^275461|^275641|^412567|^415627|^416257|^421657|^452671|^457621|^461257|^462571|^465271|^465721|^472561|^475621|^512467|^516247|^526741|^541267|^542167|^542761|^562147|^562417|^564127|^564271|^572461|^574261|^574621|^576421|^614527|^615427|^624517|^627541|^642157|^642517|^651247|^652417|^652741|^654127|^724651|^745621|^756421|^764251|^764521|^765241	
SNQdKUxU	764321	764321	N	r:^124367|^124673|^126473|^126743|^127643|^132647|^136247|^142673|^146273|^147263|^162473|^167423|^172643|^174263|^176243|^213467|^214673|^214763|^216347|^216743|^217463|^217643|^234167|^236471|^243167|^243671|^246173|^246317|^246371|^246713|^246731|^247613|^261347|^264137|^264371|^264731|^267143|^267341|^267413|^267431|^271463|^273641|^274163|^274361|^314267|^314627|^321467|^321647|^324617|^326147|^326741|^342761|^346217|^346721|^347621|^362147|^362741|^364127|^364271|^372461|^376241|^412637|^413267|^417623|^423617|^426731|^431267|^432167|^436127|^436217|^461273|^461327|^462713|^467123|^467213|^472163|^472631|^613247|^613427|^621347|^621473|^623417|^624731|^631247|^632147|^637421|^641327|^643217|^647321|^672143|^672341|^673241|^674123|^674231|^674321|^724631|^726413|^726431|^732461|^746231|^764321	
W7Wji0eh	754321	754123	N	r:^123457|^123547|^124753|^125743|^127453|^132547|^134257|^135427|^142357|^142537|^142573|^143257|^143527|^145723|^147253|^153247|^153427|^154723|^157243|^231547|^234571|^241537|^243157|^243517|^245173|^245317|^247531|^251347|^251437|^251473|^253417|^253741|^254713|^254731|^314257|^314527|^315247|^321547|^324517|^345271|^347251|^351427|^352741|^354271|^357241|^357421|^372451|^412537|^413527|^415273|^417523|^423751|^425317|^425713|^427351|^427513|^431257|^451723|^452731|^453217|^457213|^471253|^513427|^517243|^521743|^523417|^523741|^524731|^527143|^532417|^537241|^541237|^542371|^542713|^543217|^547321|^715243|^715423|^723451|^724153|^724513|^724531|^725341|^732541|^735421|^741253|^742153|^742351|^742513|^742531|^743251|^745231|^751423|^752413|^752431|^753421|^754123	
